episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full
159,100159,cooperative,Cooperative,,0.9716465245480427,25.75,1.4902460383813958,140,28.0,19,19.0,47,28,25.75,1,27,166,11,4,0,1,3,1,0
160,100160,need_based,Need-based,,0.9714695316393508,33.45,1.7476397376198967,173,34.6,30,30.0,44,14,33.45,3,25,184,12,3,1,3,0,1,0
161,100161,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9712925553661125,16.5,1.0517439953865375,95,19.0,9,10.0,32,23,16.5,2,26,57,9,3,0,7,0,0,1
162,100162,hoarding,Hoarding,,0.9711155957283277,17.15,1.0292321299934675,91,18.2,14,14.0,24,10,17.15,3,25,72,11,2,1,3,1,1,1
163,100163,mixed,Mixed,,0.9709386527259964,21.950000000000003,1.4049652033068472,123,24.6,14,16.5,35,21,21.950000000000003,2,24,121,13,2,0,1,1,3,0
164,100164,need_based,Need-based,,0.9707617263591188,32.5,1.7968395446349206,175,35.0,25,27.0,51,26,32.5,2,26,150,10,1,1,7,0,1,0
165,100165,cooperative,Cooperative,,0.9705848166276949,25.25,1.471237112787622,145,29.0,14,16.5,52,38,25.25,1,27,263,11,3,3,3,0,0,0
166,100166,mixed,Mixed,,0.9704079235317247,15.0,0.8859929330247056,80,16.0,12,13.0,20,8,15.0,3,25,75,11,4,0,2,1,2,0
167,100167,need_based_to_competitive,Need-based → competitive,10.0,0.970231047071208,20.85,1.2616853330412103,124,24.8,9,13.0,38,29,20.85,3,25,122,12,4,1,1,2,0,0
168,100168,need_based_to_competitive,Need-based → competitive,10.0,0.9700541872461448,18.35,1.159992092189087,104,20.8,11,12.5,31,20,18.35,2,26,105,12,2,0,2,2,1,1
169,100169,mixed,Mixed,,0.9698773440565353,20.9,1.3102631937126723,116,23.2,14,14.0,36,22,20.9,2,26,123,12,3,1,1,3,0,0
170,100170,cooperative,Cooperative,,0.9697005175023795,20.9,1.2190288588973017,116,23.2,14,15.5,33,19,20.9,3,25,116,12,6,0,0,0,2,0
171,100171,need_based_to_competitive,Need-based → competitive,10.0,0.9695237075836772,21.049999999999997,1.2386748500966978,117,23.4,14,15.5,34,20,21.049999999999997,3,25,118,11,4,0,3,0,1,1
172,100172,need_based_to_competitive,Need-based → competitive,10.0,0.9693469143004284,24.200000000000003,1.4112242001476938,143,28.6,11,15.0,44,33,24.200000000000003,1,26,132,11,3,0,4,1,1,0
173,100173,mixed,Mixed,,0.9691701376526334,16.700000000000003,1.1234104320441987,103,20.6,5,12.0,35,30,16.700000000000003,2,24,116,12,0,1,4,2,1,0
174,100174,need_based_to_competitive,Need-based → competitive,10.0,0.968993377640292,19.25,1.172283148180567,120,24.0,5,13.5,41,36,19.25,3,25,146,12,5,1,1,1,0,0
175,100175,need_based,Need-based,,0.9688166342634043,22.799999999999997,1.3152284771635656,132,26.4,12,17.0,37,25,22.799999999999997,2,26,154,11,1,2,5,0,1,0
176,100176,need_based,Need-based,,0.9686399075219697,28.349999999999998,1.6448769392072822,169,33.8,12,17.0,49,37,28.349999999999998,2,26,149,12,2,0,3,1,2,0
177,100177,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9684631974159893,21.049999999999997,1.1947950363579078,112,22.4,17,17.0,33,16,21.049999999999997,3,25,167,11,3,2,3,0,1,0
178,100178,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9682865039454622,18.75,1.014128269990053,115,23.0,6,12.0,33,27,18.75,2,26,104,12,3,1,3,0,1,0
179,100179,hoarding,Hoarding,,0.968109827110389,10.95,0.6796999437984711,63,12.6,6,8.5,17,11,10.95,2,26,76,9,3,4,2,0,2,0
180,100180,need_based_to_competitive,Need-based → competitive,10.0,0.9679331669107689,21.0,1.3611139589540484,120,24.0,12,15.0,31,19,21.0,3,25,127,8,1,1,9,1,0,0
181,100181,need_based,Need-based,,0.9677565233466028,25.1,1.52142799096381,144,28.8,14,16.5,47,33,25.1,1,27,233,12,2,2,3,0,1,0
182,100182,need_based,Need-based,,0.9675798964178904,28.450000000000003,1.5465762394084501,153,30.6,22,26.0,38,16,28.450000000000003,2,26,135,11,3,0,4,1,1,0
183,100183,cooperative,Cooperative,,0.9674032861246314,27.4,1.4313575712851923,146,29.2,22,23.5,39,17,27.4,2,26,201,11,3,0,3,1,2,0
184,100184,need_based_to_competitive,Need-based → competitive,10.0,0.967226692466826,26.4,1.5017391041027361,156,31.2,12,22.5,41,29,26.4,1,27,110,10,6,0,2,1,1,0
185,100185,need_based_to_competitive,Need-based → competitive,10.0,0.9670501154444743,17.15,1.1240215145302739,96,19.2,11,13.5,28,17,17.15,2,26,102,11,3,1,3,0,2,0
186,100186,need_based,Need-based,,0.9668735550575762,17.75,1.2581447067083684,105,21.0,8,9.5,44,36,17.75,2,26,134,12,3,1,3,1,0,0
187,100187,mixed,Mixed,,0.9666970113061317,19.1,1.1621865251630452,109,21.8,11,12.0,36,25,19.1,2,26,129,12,4,0,0,1,2,1
188,100188,need_based,Need-based,,0.9665204841901409,19.950000000000003,1.1112809712185823,123,24.6,6,10.0,43,37,19.950000000000003,2,26,155,11,6,1,2,0,0,0
189,100189,cooperative,Cooperative,,0.9663439737096035,21.200000000000003,1.2976879704808604,118,23.6,14,15.5,44,30,21.200000000000003,3,25,125,11,1,0,5,2,1,0
190,100190,mixed,Mixed,,0.9661674798645198,15.899999999999999,0.9938669538082626,91,18.2,9,13.0,29,20,15.899999999999999,3,25,142,11,5,2,2,0,0,0
191,100191,need_based_to_competitive,Need-based → competitive,10.0,0.9659910026548898,21.5,1.3064057763947925,120,24.0,14,15.5,41,27,21.5,2,26,172,10,6,3,1,0,0,0
192,100192,hoarding,Hoarding,,0.9658145420807134,14.100000000000001,1.027395094640705,84,16.8,6,7.5,36,30,14.100000000000001,2,26,51,9,4,2,3,0,2,0
193,100193,need_based_to_competitive,Need-based → competitive,10.0,0.9656380981419904,17.25,0.984746698782921,100,20.0,9,11.5,40,31,17.25,2,26,109,11,5,2,1,1,0,0
194,100194,mixed,Mixed,,0.9654616708387211,19.25,1.2053663883884513,115,23.0,8,10.0,41,33,19.25,2,26,120,10,6,0,2,1,0,1
195,100195,cooperative,Cooperative,,0.9652852601709057,24.5,1.359567181665044,140,28.0,14,18.0,52,38,24.5,1,27,237,12,3,1,2,0,1,1
196,100196,need_based,Need-based,,0.9651088661385437,18.950000000000003,1.1593955104078209,98,19.6,17,18.5,21,4,18.950000000000003,3,25,119,11,4,0,3,1,0,1
197,100197,need_based_to_competitive,Need-based → competitive,10.0,0.9649324887416352,12.45,1.012096383577966,73,14.6,6,7.5,25,19,12.45,1,27,71,7,7,0,5,0,0,1
198,100198,mixed,Mixed,,0.9647561279801803,21.0,1.277377342081775,125,25.0,9,13.0,41,32,21.0,2,23,157,12,2,2,4,0,0,0
199,100199,mixed,Mixed,,0.9645797838541793,16.35,1.0638322222253376,94,18.8,9,9.0,39,30,16.35,1,27,123,12,4,2,1,1,0,0
200,100200,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9644034563636317,14.3,0.8523781405545234,77,15.4,11,12.5,18,7,14.3,2,26,88,11,3,0,6,0,0,0
201,100201,cooperative,Cooperative,,0.9642271455085376,33.150000000000006,1.9254005515443786,176,35.2,27,27.0,48,21,33.150000000000006,2,25,191,12,1,1,4,1,1,0
202,100202,need_based,Need-based,,0.9640508512888973,21.799999999999997,1.3786444288535296,122,24.4,14,14.0,50,36,21.799999999999997,1,27,113,11,3,0,4,0,0,2
203,100203,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9638745737047106,14.100000000000001,0.9122500938989295,84,16.8,6,9.0,25,19,14.100000000000001,5,23,75,12,1,2,3,0,1,1
204,100204,hoarding,Hoarding,,0.9636983127559775,12.75,0.9068552029274191,75,15.0,6,10.0,21,15,12.75,3,25,61,11,3,1,3,2,0,0
205,100205,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.963522068442698,16.35,1.1308424018247238,99,19.8,6,6.0,39,33,16.35,3,25,87,11,4,2,1,2,0,0
206,100206,need_based,Need-based,,0.963345840764872,22.450000000000003,1.4394667271634314,118,23.6,19,20.5,33,14,22.450000000000003,3,25,274,12,0,3,4,0,1,0
207,100207,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9631696297224998,20.75,1.2643274869037644,110,22.0,17,17.0,28,11,20.75,4,24,157,12,2,4,2,0,0,0
208,100208,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9629934353155812,19.85,1.13643984922311,114,22.8,11,14.0,41,30,19.85,4,24,147,12,4,2,1,1,0,0
209,100209,need_based,Need-based,,0.9628172575441161,25.4,1.7659611896319636,136,27.2,20,21.0,39,19,25.4,2,26,180,11,2,1,3,0,2,1
210,100210,hoarding,Hoarding,,0.9626410964081046,15.75,0.9757495454662755,95,19.0,6,9.5,36,30,15.75,2,25,65,11,2,1,6,0,0,0
211,100211,cooperative,Cooperative,,0.9624649519075467,26.35,1.451002462570747,139,27.8,22,23.5,33,11,26.35,2,26,181,12,3,1,2,1,1,0
212,100212,hoarding,Hoarding,,0.9622888240424425,12.899999999999999,0.8493120466698073,76,15.2,6,8.5,25,19,12.899999999999999,4,24,48,8,5,3,3,1,0,0
213,100213,cooperative,Cooperative,,0.962112712812792,15.899999999999999,0.9103270244275572,96,19.2,6,11.5,27,21,15.899999999999999,2,26,179,11,4,0,3,1,1,0
214,100214,need_based_to_competitive,Need-based → competitive,10.0,0.9619366182185948,18.5,1.1701302175013155,100,20.0,14,14.0,34,20,18.5,3,25,93,11,3,0,5,0,1,0
215,100215,hoarding,Hoarding,,0.9617605402598514,22.85,1.2885627351548294,129,25.8,14,17.5,38,24,22.85,1,27,90,11,2,1,3,1,2,0
216,100216,hoarding,Hoarding,,0.9615844789365616,18.0,1.056700659132959,105,21.0,9,10.0,38,29,18.0,2,26,90,10,4,0,4,0,2,0
217,100217,mixed,Mixed,,0.9614084342487256,23.0,1.3531242871733489,130,26.0,14,15.5,36,22,23.0,3,25,100,12,3,0,2,0,2,1
218,100218,need_based,Need-based,,0.9612324061963429,25.700000000000003,1.4363809905927967,148,29.6,14,20.5,42,28,25.700000000000003,1,27,106,9,3,0,6,2,0,0
219,100219,need_based_to_competitive,Need-based → competitive,10.0,0.9610563947794138,25.299999999999997,1.4101038642951964,147,29.4,13,20.0,42,29,25.299999999999997,4,24,124,10,3,0,6,1,0,0
220,100220,need_based_to_competitive,Need-based → competitive,10.0,0.9608803999979386,18.299999999999997,1.1097488927507224,112,22.4,6,9.0,44,38,18.299999999999997,4,24,87,11,2,0,5,2,0,0
221,100221,need_based,Need-based,,0.9607044218519168,27.299999999999997,1.7149303462574792,162,32.4,12,19.5,49,37,27.299999999999997,1,27,155,7,5,2,6,0,0,0
222,100222,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9605284603413489,17.4,1.1347732637041215,106,21.2,6,8.5,37,31,17.4,2,26,132,10,5,0,3,0,2,0
223,100223,mixed,Mixed,,0.9603525154662341,13.5,1.025719912792299,80,16.0,6,9.0,23,17,13.5,2,24,75,11,2,0,5,2,0,0
224,100224,need_based_to_competitive,Need-based → competitive,10.0,0.9601765872265732,15.299999999999999,1.1905303685514979,92,18.4,6,8.5,34,28,15.299999999999999,2,26,85,10,2,0,7,1,0,0
225,100225,hoarding,Hoarding,,0.960000675622366,20.75,1.2026764201295443,115,23.0,14,14.0,37,23,20.75,1,26,60,11,4,0,4,0,0,1
226,100226,need_based,Need-based,,0.9598247806536124,24.65,1.470692517993309,136,27.2,17,19.5,39,22,24.65,3,25,221,11,3,1,4,1,0,0
227,100227,need_based,Need-based,,0.9596489023203122,28.049999999999997,1.5969753076151325,152,30.4,21,23.0,44,23,28.049999999999997,2,26,113,9,3,1,5,0,2,0
228,100228,hoarding,Hoarding,,0.9594730406224656,9.149999999999999,0.9047896386544444,56,11.2,3,3.0,28,25,9.149999999999999,3,25,58,12,3,0,1,2,2,0
229,100229,hoarding,Hoarding,,0.9592971955600729,15.899999999999999,1.0635980083138075,96,19.2,6,7.5,39,33,15.899999999999999,2,26,57,11,3,1,2,2,1,0
230,100230,hoarding,Hoarding,,0.9591213671331338,16.65,1.0671377735224943,96,19.2,9,11.5,34,25,16.65,2,26,69,11,4,1,1,1,2,0
231,100231,need_based,Need-based,,0.9589455553416479,30.200000000000003,1.6587997775962786,168,33.6,20,24.5,52,32,30.200000000000003,1,27,122,11,6,0,2,0,0,1
232,100232,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.958769760185616,15.350000000000001,1.1057881062654,99,19.8,2,4.0,57,55,15.350000000000001,2,26,121,10,3,1,5,0,0,1
233,100233,cooperative,Cooperative,,0.9585939816650376,18.299999999999997,1.2322158658369855,107,21.4,9,13.5,32,23,18.299999999999997,3,23,185,13,2,3,1,0,1,0
234,100234,hoarding,Hoarding,,0.9584182197799128,14.100000000000001,1.0758907098105701,84,16.8,6,8.5,28,22,14.100000000000001,3,25,70,11,3,2,2,1,1,0
235,100235,need_based,Need-based,,0.9582424745302416,18.15,1.1828403573839126,106,21.2,9,10.0,47,38,18.15,2,26,205,12,3,2,2,0,0,1
236,100236,need_based,Need-based,,0.958066745916024,31.200000000000003,1.7860199073801801,163,32.6,27,27.0,44,17,31.200000000000003,1,27,124,11,3,1,4,1,0,0
237,100237,mixed,Mixed,,0.95789103393726,23.6,1.4357742941978944,134,26.8,14,17.5,39,25,23.6,1,27,122,11,2,1,4,1,1,0
238,100238,hoarding,Hoarding,,0.9577153385939497,13.350000000000001,0.8044500597074654,79,15.8,6,10.0,29,23,13.350000000000001,3,25,49,9,4,1,5,0,1,0
239,100239,cooperative,Cooperative,,0.9575396598860928,18.75,1.1954141164760121,110,22.0,9,13.0,37,28,18.75,2,26,120,12,1,0,3,1,3,0
240,100240,need_based,Need-based,,0.9573639978136897,26.35,1.6888404164800257,144,28.8,19,20.5,41,22,26.35,3,25,171,13,0,1,4,1,0,1
241,100241,need_based,Need-based,,0.9571883523767403,28.15,1.6596870338235519,156,31.2,19,20.5,43,24,28.15,4,24,203,13,1,1,3,1,0,1
242,100242,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9570127235752444,19.700000000000003,1.1717505703775182,113,22.6,11,14.0,34,23,19.700000000000003,1,27,99,12,2,1,3,1,0,1
243,100243,cooperative,Cooperative,,0.9568371114092021,15.299999999999999,1.0583135467906346,92,18.4,6,7.5,30,24,15.299999999999999,1,27,167,11,6,2,0,0,1,0
244,100244,cooperative,Cooperative,,0.9566615158786133,23.299999999999997,1.5047226151115494,132,26.4,14,17.0,35,21,23.299999999999997,4,24,143,12,4,0,2,1,1,0
245,100245,need_based_to_competitive,Need-based → competitive,10.0,0.9564859369834783,17.1,1.1567929062411868,104,20.8,6,10.0,39,33,17.1,1,27,111,11,2,1,6,0,0,0
246,100246,hoarding,Hoarding,,0.9563103747237968,17.4,1.0181376649650424,106,21.2,6,12.0,30,24,17.4,1,27,63,12,2,0,2,1,3,0
247,100247,need_based,Need-based,,0.9561348290995689,26.950000000000003,1.5672963094995471,143,28.6,22,24.5,32,10,26.950000000000003,2,24,203,11,5,0,3,0,1,0
248,100248,mixed,Mixed,,0.9559593001107946,16.299999999999997,0.9467838826077177,92,18.4,10,11.0,36,26,16.299999999999997,4,24,80,11,4,0,3,2,0,0
249,100249,mixed,Mixed,,0.955783787757474,17.4,1.0665821224205438,101,20.2,9,10.0,44,35,17.4,2,26,117,11,3,0,4,0,1,1
250,100250,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9556082920396071,22.4,1.418072934457417,121,24.2,17,17.5,42,25,22.4,1,27,130,11,6,1,1,0,1,0
251,100251,cooperative,Cooperative,,0.9554328129571937,15.0,1.117260588631103,95,19.0,3,4.5,34,31,15.0,2,26,141,12,2,0,3,1,1,1
252,100252,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9552573505102336,22.65,1.2203392154402228,121,24.2,18,18.5,39,21,22.65,3,25,124,12,3,1,3,1,0,0
253,100253,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9550819046987276,21.9,1.2326360176568727,126,25.2,12,13.0,48,36,21.9,1,27,117,11,4,1,2,0,1,1
254,100254,cooperative,Cooperative,,0.954906475522675,22.25,1.5484315989362303,125,25.0,14,17.0,37,23,22.25,4,24,161,12,1,1,4,1,1,0
255,100255,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9547310629820761,15.75,1.1677297714264,95,19.0,6,10.0,33,27,15.75,2,25,96,10,1,0,7,0,0,2
256,100256,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9545556670769306,22.35,1.4258733221079705,134,26.8,9,17.0,42,33,22.35,3,25,129,12,2,1,3,1,1,0
257,100257,mixed,Mixed,,0.9543802878072389,15.600000000000001,1.013249128392132,94,18.8,6,10.0,34,28,15.600000000000001,2,26,141,11,3,2,4,0,0,0
258,100258,need_based_to_competitive,Need-based → competitive,10.0,0.9542049251730008,22.700000000000003,1.3156684927090003,128,25.6,14,15.0,37,23,22.700000000000003,3,25,79,11,5,0,1,1,2,0
259,100259,need_based_to_competitive,Need-based → competitive,10.0,0.9540295791742163,18.65,1.1831824731662333,106,21.2,11,11.5,31,20,18.65,1,26,93,11,4,0,4,0,0,1
260,100260,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9538542498108855,22.950000000000003,1.4644532275377726,138,27.6,9,11.5,46,37,22.950000000000003,3,24,142,11,3,0,5,0,1,0
261,100261,cooperative,Cooperative,,0.9536789370830079,23.450000000000003,1.4330721592683262,133,26.6,14,17.0,35,21,23.450000000000003,2,25,165,12,2,1,2,2,1,0
262,100262,hoarding,Hoarding,,0.9535036409905843,21.5,1.1422603575909462,120,24.0,14,15.5,36,22,21.5,4,24,80,11,4,0,3,0,1,1
263,100263,cooperative,Cooperative,,0.9533283615336143,16.5,1.2066308464243423,100,20.0,6,8.5,36,30,16.5,2,26,168,11,3,2,2,1,1,0
264,100264,mixed,Mixed,,0.9531530987120979,17.15,1.4042671999436684,91,18.2,14,14.0,26,12,17.15,1,27,149,11,5,3,1,0,0,0
265,100265,need_based,Need-based,,0.9529778525260348,18.950000000000003,1.212152116935429,108,21.6,11,14.0,39,28,18.950000000000003,3,25,118,10,4,0,5,0,1,0
266,100266,mixed,Mixed,,0.9528026229754256,19.35,1.2098517324090161,114,22.8,9,14.0,34,25,19.35,2,25,99,13,0,1,2,3,0,1
267,100267,hoarding,Hoarding,,0.9526274100602701,25.65,1.544802749104722,136,27.2,21,24.0,32,11,25.65,3,25,95,12,1,1,2,0,4,0
268,100268,cooperative,Cooperative,,0.952452213780568,26.9,1.6794839322006871,151,30.2,17,18.0,52,35,26.9,1,27,184,12,4,1,1,1,1,0
269,100269,cooperative,Cooperative,,0.9522770341363195,19.950000000000003,1.3368874205633752,118,23.6,9,11.5,35,26,19.950000000000003,3,25,171,12,5,1,1,0,1,0
270,100270,hoarding,Hoarding,,0.9521018711275246,19.549999999999997,1.4062166487191683,107,21.4,14,14.0,37,23,19.549999999999997,2,26,86,11,6,0,0,1,2,0
271,100271,mixed,Mixed,,0.9519267247541836,18.0,1.1923384544650995,105,21.0,9,14.0,33,24,18.0,3,25,139,12,1,0,2,4,1,0
272,100272,mixed,Mixed,,0.9517515950162959,24.85,1.528741834883101,134,26.8,19,19.0,44,25,24.85,2,26,113,11,2,0,5,1,1,0
273,100273,need_based,Need-based,,0.9515764819138618,23.15,1.4739160271056506,121,24.2,20,20.0,35,15,23.15,2,26,134,9,3,0,7,1,0,0
274,100274,mixed,Mixed,,0.9514013854468816,16.200000000000003,1.1231629033930282,93,18.6,9,11.5,34,25,16.200000000000003,2,26,89,10,2,1,6,0,1,0
275,100275,cooperative,Cooperative,,0.9512263056153548,17.1,1.316158634990195,99,19.8,9,10.5,28,19,17.1,1,27,117,7,4,0,8,0,1,0
276,100276,need_based,Need-based,,0.9510512424192816,28.0,1.6090881124722547,150,30.0,22,23.5,42,20,28.0,1,26,175,11,4,1,4,0,0,0
277,100277,need_based,Need-based,,0.9508761958586622,17.25,1.3140351139929396,110,22.0,3,7.0,41,38,17.25,1,27,133,11,1,1,5,0,1,1
278,100278,mixed,Mixed,,0.9507011659334962,12.3,0.7958098314864381,67,13.4,9,9.0,17,8,12.3,3,25,108,12,2,2,2,2,0,0
279,100279,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9505261526437839,26.200000000000003,1.7017172734751527,138,27.6,22,22.5,36,14,26.200000000000003,3,24,94,9,1,3,4,1,2,0
280,100280,cooperative,Cooperative,,0.9503511559895252,25.549999999999997,1.510820788434644,137,27.4,20,20.0,38,18,25.549999999999997,2,26,150,11,0,1,7,0,1,0
281,100281,cooperative,Cooperative,,0.9501761759707202,21.4,1.5041656016931577,126,25.2,10,16.0,36,26,21.4,4,23,161,12,2,0,2,0,4,0
282,100282,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9500012125873685,14.399999999999999,0.9852914313794114,86,17.2,6,8.5,33,27,14.399999999999999,2,25,106,10,4,0,5,0,1,0
283,100283,mixed,Mixed,,0.9498262658394707,24.799999999999997,1.3812708855380402,137,27.4,17,21.5,41,24,24.799999999999997,3,25,122,12,2,1,3,2,0,0
284,100284,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9496513357270265,15.149999999999999,0.9375279630222646,86,17.2,9,11.5,25,16,15.149999999999999,3,25,108,11,2,0,5,0,1,1
285,100285,hoarding,Hoarding,,0.9494764222500359,19.799999999999997,1.1101305456700612,122,24.4,6,10.0,39,33,19.799999999999997,5,22,87,13,2,0,2,1,2,0
286,100286,need_based,Need-based,,0.9493015254084988,23.75,1.3446812215957276,130,26.0,17,18.5,38,21,23.75,3,25,235,12,4,2,1,0,1,0
287,100287,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9491266452024153,21.15,1.4317962556065302,111,22.2,18,18.5,30,12,21.15,1,27,119,11,2,1,4,0,2,0
288,100288,cooperative,Cooperative,,0.9489517816317855,22.6,1.3150251897980048,119,23.8,19,19.0,38,19,22.6,2,26,193,12,1,0,4,3,0,0
289,100289,need_based_to_competitive,Need-based → competitive,10.0,0.9487769346966094,15.899999999999999,1.0199768014167856,91,18.2,9,9.0,34,25,15.899999999999999,2,26,112,11,5,1,2,0,0,1
290,100290,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.9486021043968866,18.35,1.2788047701043552,104,20.8,11,14.0,29,18,18.35,2,26,122,12,1,0,4,3,0,0
291,100291,cooperative,Cooperative,,0.9484272907326177,14.899999999999999,1.0857725533764382,81,16.2,11,12.5,25,14,14.899999999999999,2,26,122,10,5,0,5,0,0,0
292,100292,need_based,Need-based,,0.9482524937038024,28.9,1.5660111375500745,156,31.2,22,22.0,45,23,28.9,3,25,169,11,5,1,3,0,0,0
293,100293,mixed,Mixed,,0.9480777133104407,20.6,1.1149241271830674,109,21.8,17,17.0,30,13,20.6,3,25,118,12,5,0,1,1,1,0
294,100294,mixed,Mixed,,0.9479029495525323,18.299999999999997,1.3045537444353428,112,22.4,6,8.5,41,35,18.299999999999997,2,26,100,12,0,1,3,1,3,0
295,100295,cooperative,Cooperative,,0.9477282024300778,16.35,1.0616703495366084,94,18.8,9,13.0,27,18,16.35,3,25,188,12,5,0,1,0,0,2
296,100296,cooperative,Cooperative,,0.9475534719430769,25.549999999999997,1.6073417639788912,147,29.4,14,18.0,51,37,25.549999999999997,2,25,128,11,3,0,5,0,0,1
297,100297,hoarding,Hoarding,,0.9473787580915297,17.25,1.2368692865851574,100,20.0,9,14.0,30,21,17.25,2,26,58,12,3,1,1,1,2,0
298,100298,hoarding,Hoarding,,0.9472040608754361,18.35,1.1577008897664847,104,20.8,11,15.0,29,18,18.35,2,26,60,9,3,1,5,0,2,0
299,100299,cooperative,Cooperative,,0.9470293802947958,30.849999999999998,1.8969815215906518,169,33.8,22,27.0,41,19,30.849999999999998,4,24,171,12,2,1,3,2,0,0
300,100300,mixed,Mixed,,0.9468547163496093,15.899999999999999,1.0983612669655909,86,17.2,12,13.0,22,10,15.899999999999999,4,24,93,12,2,0,3,1,1,1
301,100301,need_based,Need-based,,0.9466800690398764,28.75,1.6464592986401272,155,31.0,22,25.0,46,24,28.75,2,26,152,12,4,0,2,0,1,1
302,100302,mixed,Mixed,,0.9465054383655973,13.399999999999999,0.9536158774224424,76,15.2,8,9.0,30,22,13.399999999999999,5,23,91,11,3,1,3,1,1,0
